Source,Indicator,Year,Month,State,Value,Unit
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jan,Tamil Nadu,375543,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jan,Puducherry,412063,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jan,Andaman and Nicobar Islands,325093,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jan,Telangana,449310,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jan,Ladakh,390328,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,India,22649499,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Jammu and Kashmir,413070,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Himachal Pradesh,551846,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Punjab,468563,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Chandigarh,504943,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Uttarakhand,570800,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Haryana,594082,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Delhi,315235,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Rajasthan,337869,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Uttar Pradesh,358433,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Bihar,307800,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Sikkim,594144,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Arunachal Pradesh,621080,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Nagaland,409859,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Manipur,619439,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Mizoram,677667,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Tripura,379044,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Meghalaya,407963,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Assam,574497,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,West Bengal,274424,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Jharkhand,451410,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Odisha,306340,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Chhattisgarh,270381,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Madhya Pradesh,345866,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Gujarat,358800,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Dadra and Nagar Haveli and Daman and Diu,426557,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Maharashtra,350596,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Andhra Pradesh,643956,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Karnataka,496202,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Goa,322973,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Lakshadweep,306519,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Kerala,596963,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Tamil Nadu,403605,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Puducherry,417439,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Andaman and Nicobar Islands,339874,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Telangana,455730,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Feb,Ladakh,369785,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,India,21165207,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Jammu and Kashmir,427237,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Himachal Pradesh,591264,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Punjab,445668,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Chandigarh,472617,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Uttarakhand,550461,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Haryana,610760,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Delhi,316135,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Rajasthan,339893,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Uttar Pradesh,372584,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Bihar,326462,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Sikkim,573380,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Arunachal Pradesh,653195,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Nagaland,396524,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Manipur,612717,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Mizoram,651404,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Tripura,415615,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Meghalaya,404843,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Assam,605155,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,West Bengal,294587,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Jharkhand,436555,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Odisha,302548,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Chhattisgarh,268571,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Madhya Pradesh,357100,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Gujarat,375088,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Dadra and Nagar Haveli and Daman and Diu,426581,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Maharashtra,371702,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Andhra Pradesh,696606,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Karnataka,509181,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Goa,327948,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Lakshadweep,309790,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Kerala,584179,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Tamil Nadu,391361,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Puducherry,431664,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Andaman and Nicobar Islands,339197,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Telangana,468148,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Mar,Ladakh,361689,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,India,22235272,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Jammu and Kashmir,450870,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Himachal Pradesh,567037,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Punjab,446882,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Chandigarh,508937,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Uttarakhand,594287,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Haryana,583011,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Delhi,324004,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Rajasthan,332291,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Uttar Pradesh,387323,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Bihar,314993,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Sikkim,615032,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Arunachal Pradesh,663011,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Nagaland,414828,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Manipur,615026,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Mizoram,665775,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Tripura,384548,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Meghalaya,411322,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Assam,598969,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,West Bengal,286323,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Jharkhand,457577,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Odisha,313975,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Chhattisgarh,256377,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Madhya Pradesh,361200,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Gujarat,374140,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Dadra and Nagar Haveli and Daman and Diu,444196,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Maharashtra,356642,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Andhra Pradesh,645609,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Karnataka,524084,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Goa,325756,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Lakshadweep,320351,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Kerala,580170,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Tamil Nadu,418397,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Puducherry,456065,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Andaman and Nicobar Islands,358171,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Telangana,438659,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Apr,Ladakh,396285,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,India,22304056,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Jammu and Kashmir,427272,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Himachal Pradesh,591562,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Punjab,436018,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Chandigarh,473988,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Uttarakhand,563966,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Haryana,591447,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Delhi,321343,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Rajasthan,341169,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Uttar Pradesh,367909,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Bihar,323290,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Sikkim,594395,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Arunachal Pradesh,633299,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Nagaland,403772,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Manipur,633798,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Mizoram,662306,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Tripura,412784,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Meghalaya,422618,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Assam,631499,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,West Bengal,302733,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Jharkhand,452113,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Odisha,294048,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Chhattisgarh,263575,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Madhya Pradesh,355474,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Gujarat,379181,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Dadra and Nagar Haveli and Daman and Diu,435161,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Maharashtra,351741,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Andhra Pradesh,652598,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Karnataka,538313,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Goa,324935,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Lakshadweep,303919,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Kerala,617703,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Tamil Nadu,398400,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Puducherry,427462,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Andaman and Nicobar Islands,357417,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Telangana,475953,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,May,Ladakh,370912,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,India,21716415,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Jammu and Kashmir,435971,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Himachal Pradesh,548122,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Punjab,481071,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Chandigarh,503338,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Uttarakhand,559915,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Haryana,608224,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Delhi,331540,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Rajasthan,336814,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Uttar Pradesh,391607,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Bihar,339870,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Sikkim,611910,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Arunachal Pradesh,687024,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Nagaland,435413,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Manipur,659465,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Mizoram,675169,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Tripura,422971,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Meghalaya,420684,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Assam,600176,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,West Bengal,291130,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Jharkhand,446177,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Odisha,294616,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Chhattisgarh,272323,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Madhya Pradesh,362115,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Gujarat,353630,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Dadra and Nagar Haveli and Daman and Diu,459505,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Maharashtra,355353,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Andhra Pradesh,688948,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Karnataka,511481,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Goa,343395,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Lakshadweep,323387,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Kerala,584615,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Tamil Nadu,414980,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Puducherry,426103,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Andaman and Nicobar Islands,359475,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Telangana,482010,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jun,Ladakh,366992,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,India,21860039,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Jammu and Kashmir,422936,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Himachal Pradesh,585092,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Punjab,479175,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Chandigarh,490610,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Uttarakhand,562776,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Haryana,645362,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Delhi,321636,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Rajasthan,348038,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Uttar Pradesh,387574,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Bihar,341876,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Sikkim,594826,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Arunachal Pradesh,690952,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Nagaland,420532,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Manipur,646196,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Mizoram,701042,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Tripura,396306,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Meghalaya,424059,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Assam,640924,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,West Bengal,289559,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Jharkhand,447924,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Odisha,319955,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Chhattisgarh,286160,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Madhya Pradesh,375203,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Gujarat,352462,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Dadra and Nagar Haveli and Daman and Diu,423488,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Maharashtra,382552,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Andhra Pradesh,711661,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Karnataka,538946,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Goa,326014,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Lakshadweep,315172,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Kerala,611114,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Tamil Nadu,417520,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Puducherry,453574,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Andaman and Nicobar Islands,344403,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Telangana,471821,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Jul,Ladakh,401147,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,India,22869071,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Jammu and Kashmir,427742,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Himachal Pradesh,578676,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Punjab,481014,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Chandigarh,496470,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Uttarakhand,608999,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Haryana,618556,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Delhi,326955,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Rajasthan,336527,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Uttar Pradesh,386857,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Bihar,339900,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Sikkim,639136,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Arunachal Pradesh,653431,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Nagaland,408138,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Manipur,610315,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Mizoram,682992,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Tripura,427444,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Meghalaya,439592,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Assam,632494,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,West Bengal,303073,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Jharkhand,471195,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Odisha,321820,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Chhattisgarh,261425,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Madhya Pradesh,372940,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Gujarat,383772,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Dadra and Nagar Haveli and Daman and Diu,432069,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Maharashtra,386184,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Andhra Pradesh,694771,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Karnataka,533742,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Goa,328839,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Lakshadweep,304955,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Kerala,629136,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Tamil Nadu,401316,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Puducherry,449874,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Andaman and Nicobar Islands,347013,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Telangana,445551,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Aug,Ladakh,393888,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,India,22178307,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Jammu and Kashmir,459573,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Himachal Pradesh,577477,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Punjab,450179,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Chandigarh,506532,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Uttarakhand,561897,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Haryana,637416,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Delhi,324940,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Rajasthan,356403,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Uttar Pradesh,410674,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Bihar,334139,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Sikkim,632429,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Arunachal Pradesh,668990,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Nagaland,436440,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Manipur,660364,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Mizoram,707616,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Tripura,421384,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Meghalaya,434509,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,Assam,603491,Number
ESIC,Net number of ESIC beneficiaries (Persons),2021,Sep,West Bengal,301288,Number
